Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/positive/pencarian/input kurang/input_Sign out_autoComplete""), ""hp pavilion"")",Chrome 121.0.0.0,,,12-02-2024 14:27:34,12-02-2024 14:27:35,1.049s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input kurang/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:27:35,12-02-2024 14:27:57,22.049s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input kurang/img""))",Chrome 121.0.0.0,,,12-02-2024 14:27:57,12-02-2024 14:27:58,1.297s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input kurang/li_SOLD OUT                                _b72a2b""))",Chrome 121.0.0.0,,,12-02-2024 14:27:58,12-02-2024 14:27:59,0.657s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input kurang/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 14:27:59,12-02-2024 14:28:00,0.996s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:28:00,12-02-2024 14:28:00,0.301s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:28:02,12-02-2024 14:28:02,0.002s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:28:02,12-02-2024 14:29:16,1m - 13.479s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:28:03,12-02-2024 14:28:04,1.501s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:28:04,12-02-2024 14:28:04,0.152s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:28:04,12-02-2024 14:28:09,4.181s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:28:09,12-02-2024 14:28:13,4.790s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:28:13,12-02-2024 14:28:15,1.440s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:28:15,12-02-2024 14:28:20,5.089s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:28:20,12-02-2024 14:28:50,30.369s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:28:50,12-02-2024 14:29:13,22.301s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:29:13,12-02-2024 14:29:13,0.737s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:29:13,12-02-2024 14:29:14,0.363s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:29:16,12-02-2024 14:29:16,0.003s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:29:16,12-02-2024 14:31:00,1m - 44.441s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:29:16,12-02-2024 14:29:17,1.390s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:29:17,12-02-2024 14:29:18,0.177s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:29:18,12-02-2024 14:29:22,4.685s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:29:22,12-02-2024 14:29:27,4.510s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:29:27,12-02-2024 14:29:28,1.408s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:29:28,12-02-2024 14:29:33,5.011s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:29:33,12-02-2024 14:30:04,30.270s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:30:04,12-02-2024 14:30:34,30.236s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:30:34,12-02-2024 14:30:58,24.142s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:30:58,12-02-2024 14:30:58,0.291s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:31:00,12-02-2024 14:31:00,0.001s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:31:00,12-02-2024 14:32:23,1m - 22.491s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:31:01,12-02-2024 14:31:02,1.391s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:31:02,12-02-2024 14:31:02,0.172s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:31:02,12-02-2024 14:31:06,4.195s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:31:06,12-02-2024 14:31:11,4.504s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:31:11,12-02-2024 14:31:12,1.651s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:31:12,12-02-2024 14:31:17,5.015s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:31:17,12-02-2024 14:31:48,30.455s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:31:48,12-02-2024 14:32:18,30.251s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:32:18,12-02-2024 14:32:20,2.266s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:32:20,12-02-2024 14:32:21,0.303s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:32:23,12-02-2024 14:32:23,0.003s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:32:23,12-02-2024 14:33:34,1m - 10.873s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:32:23,12-02-2024 14:32:25,1.546s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:32:25,12-02-2024 14:32:25,0.145s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:32:25,12-02-2024 14:32:29,4.179s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:32:29,12-02-2024 14:32:34,4.550s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:32:34,12-02-2024 14:32:35,1.780s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:32:35,12-02-2024 14:32:40,5.015s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:32:40,12-02-2024 14:33:11,30.239s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:33:11,12-02-2024 14:33:31,20.274s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:33:31,12-02-2024 14:33:32,0.621s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:33:32,12-02-2024 14:33:32,0.300s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:33:34,12-02-2024 14:33:34,0.002s,PASSED
,,,,,,,
Test Cases/positive/filtering/filtering_switch_case,Chrome 121.0.0.0,,,12-02-2024 14:33:34,12-02-2024 14:33:50,16.342s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:33:34,12-02-2024 14:33:35,1.205s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:33:35,12-02-2024 14:33:36,0.160s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/search/"")",Chrome 121.0.0.0,,,12-02-2024 14:33:36,12-02-2024 14:33:40,4.355s,PASSED
"kategori = ""LAPTOPS""",Chrome 121.0.0.0,,,12-02-2024 14:33:40,12-02-2024 14:33:40,0.006s,PASSED
switch (kategori),Chrome 121.0.0.0,,,12-02-2024 14:33:40,12-02-2024 14:33:43,3.503s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/h1_laptop_name""), 10)",Chrome 121.0.0.0,,,12-02-2024 14:33:43,12-02-2024 14:33:48,4.545s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:33:48,12-02-2024 14:33:48,0.239s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 14:33:50,12-02-2024 14:33:50,0.001s,PASSED
