Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:02:43,12-02-2024 14:02:49,5.758s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:02:49,12-02-2024 14:02:50,1.155s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:02:50,12-02-2024 14:02:55,5.020s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:02:55,12-02-2024 14:03:25,30.155s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:03:25,12-02-2024 14:03:55,30.113s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:03:55,12-02-2024 14:04:16,20.710s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:04:16,12-02-2024 14:04:16,0.200s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:04:16,12-02-2024 14:05:31,1m - 15.090s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:04:16,12-02-2024 14:04:17,0.899s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:04:17,12-02-2024 14:04:17,0.131s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:04:17,12-02-2024 14:04:20,3.016s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:04:20,12-02-2024 14:04:25,4.135s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:04:25,12-02-2024 14:04:26,1.019s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:04:26,12-02-2024 14:04:31,5.019s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:04:31,12-02-2024 14:05:01,30.128s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:05:01,12-02-2024 14:05:31,30.092s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:05:31,12-02-2024 14:05:31,0.422s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:05:31,12-02-2024 14:05:31,0.198s,PASSED
,,,,,,,
Test Cases/positive/pencarian/data produk,Chrome 121.0.0.0,,,12-02-2024 14:05:32,12-02-2024 14:06:41,1m - 9.839s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 14:05:32,12-02-2024 14:05:32,0.807s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,12-02-2024 14:05:32,12-02-2024 14:05:32,0.143s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/#/"")",Chrome 121.0.0.0,,,12-02-2024 14:05:32,12-02-2024 14:05:37,4.369s,PASSED
"click(findTestObject(""Object Repository/positive/pencarian/input valid/svg_Sign out_menuSearch""))",Chrome 121.0.0.0,,,12-02-2024 14:05:37,12-02-2024 14:05:43,5.807s,PASSED
"setText(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), namaProduk)",Chrome 121.0.0.0,,,12-02-2024 14:05:43,12-02-2024 14:05:44,0.982s,PASSED
delay(5),Chrome 121.0.0.0,,,12-02-2024 14:05:44,12-02-2024 14:05:49,5.013s,PASSED
"sendKeys(findTestObject(""Object Repository/positive/pencarian/input valid/input_Sign out_autoComplete""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 14:05:49,12-02-2024 14:06:19,30.364s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/data driven/card_result""), 5)",Chrome 121.0.0.0,,,12-02-2024 14:06:19,12-02-2024 14:06:40,21.364s,PASSED
"click(findTestObject(""Object Repository/data driven/card_result""))",Chrome 121.0.0.0,,,12-02-2024 14:06:40,12-02-2024 14:06:41,0.608s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,12-02-2024 14:06:41,12-02-2024 14:06:41,0.351s,PASSED
